id,name,types,description,filename,tokens,lemmas,pos_tags,proper_nouns,named_entities
23,ekans,['poison'],"Moves silently and stealthily. Eats the eggs of birds, such as PIDGEY and SPEAROW, whole.",0023_ekans.txt,"['moves', 'silently', 'and', 'stealthily', 'eats', 'the', 'eggs', 'of', 'birds', 'such', 'as', 'pidgey', 'and', 'spearow', 'whole']","['move', 'silently', 'and', 'stealthily', 'eat', 'the', 'egg', 'of', 'bird', 'such', 'as', 'pidgey', 'and', 'spearow', 'whole']","[('moves', 'VBZ', 'verb, 3rd person singular present'), ('silently', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('stealthily', 'RB', 'adverb'), ('eats', 'VBZ', 'verb, 3rd person singular present'), ('the', 'DT', 'determiner'), ('eggs', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('birds', 'NNS', 'noun, plural'), ('such', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('pidgey', 'NNP', 'noun, proper singular'), ('and', 'CC', 'conjunction, coordinating'), ('spearow', 'NN', 'noun, singular or mass'), ('whole', 'RB', 'adverb')]",['pidgey'],[]
24,arbok,['poison'],It is rumored that the ferocious warning markings on its belly differ from area to area.,0024_arbok.txt,"['it', 'is', 'rumored', 'that', 'the', 'ferocious', 'warning', 'markings', 'on', 'its', 'belly', 'differ', 'from', 'area', 'to', 'area']","['it', 'be', 'rumor', 'that', 'the', 'ferocious', 'warning', 'marking', 'on', 'its', 'belly', 'differ', 'from', 'area', 'to', 'area']","[('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('rumored', 'VBN', 'verb, past participle'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('ferocious', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('warning', 'NN', 'noun, singular or mass'), ('markings', 'NNS', 'noun, plural'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('belly', 'NN', 'noun, singular or mass'), ('differ', 'VBP', 'verb, non-3rd person singular present'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('area', 'NN', 'noun, singular or mass'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('area', 'NN', 'noun, singular or mass')]",[],[]
25,pikachu,['electric'],"When several of these POKéMON gather, their electricity could build and cause lightning storms.",0025_pikachu.txt,"['when', 'several', 'of', 'these', 'pokémon', 'gather', 'their', 'electricity', 'could', 'build', 'and', 'cause', 'lightning', 'storms']","['when', 'several', 'of', 'these', 'pokémon', 'gather', 'their', 'electricity', 'could', 'build', 'and', 'cause', 'lightning', 'storm']","[('when', 'WRB', 'wh-adverb'), ('several', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('these', 'DT', 'determiner'), ('pokémon', 'NN', 'noun, singular or mass'), ('gather', 'VBP', 'verb, non-3rd person singular present'), ('their', 'PRP$', 'pronoun, possessive'), ('electricity', 'NN', 'noun, singular or mass'), ('could', 'MD', 'verb, modal auxiliary'), ('build', 'VB', 'verb, base form'), ('and', 'CC', 'conjunction, coordinating'), ('cause', 'VB', 'verb, base form'), ('lightning', 'NN', 'noun, singular or mass'), ('storms', 'NNS', 'noun, plural')]",[],[]
26,raichu,['electric'],Its long tail serves as a ground to protect itself from its own high-voltage power.,0026_raichu.txt,"['its', 'long', 'tail', 'serves', 'as', 'a', 'ground', 'to', 'protect', 'itself', 'from', 'its', 'own', 'highvoltage', 'power']","['its', 'long', 'tail', 'serve', 'as', 'a', 'ground', 'to', 'protect', 'itself', 'from', 'its', 'own', 'highvoltage', 'power']","[('its', 'PRP$', 'pronoun, possessive'), ('long', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('tail', 'NN', 'noun, singular or mass'), ('serves', 'VBZ', 'verb, 3rd person singular present'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('ground', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('protect', 'VB', 'verb, base form'), ('itself', 'PRP', 'pronoun, personal'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('own', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('highvoltage', 'NN', 'noun, singular or mass'), ('power', 'NN', 'noun, singular or mass')]",[],[]
27,sandshrew,['ground'],Burrows deep underground in arid locations far from water. It only emerges to hunt for food.,0027_sandshrew.txt,"['burrows', 'deep', 'underground', 'in', 'arid', 'locations', 'far', 'from', 'water', 'it', 'only', 'emerges', 'to', 'hunt', 'for', 'food']","['burrow', 'deep', 'underground', 'in', 'arid', 'location', 'far', 'from', 'water', 'it', 'only', 'emerge', 'to', 'hunt', 'for', 'food']","[('burrows', 'NNS', 'noun, plural'), ('deep', 'RB', 'adverb'), ('underground', 'RB', 'adverb'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('arid', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('locations', 'NNS', 'noun, plural'), ('far', 'RB', 'adverb'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('water', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('only', 'RB', 'adverb'), ('emerges', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('hunt', 'VB', 'verb, base form'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('food', 'NN', 'noun, singular or mass')]",[],[]
28,sandslash,['ground'],Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape.,0028_sandslash.txt,"['curls', 'up', 'into', 'a', 'spiny', 'ball', 'when', 'threatened', 'it', 'can', 'roll', 'while', 'curled', 'up', 'to', 'attack', 'or', 'escape']","['curl', 'up', 'into', 'a', 'spiny', 'ball', 'when', 'threaten', 'it', 'can', 'roll', 'while', 'curl', 'up', 'to', 'attack', 'or', 'escape']","[('curls', 'NNS', 'noun, plural'), ('up', 'RP', 'adverb, particle'), ('into', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('spiny', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('ball', 'NN', 'noun, singular or mass'), ('when', 'WRB', 'wh-adverb'), ('threatened', 'VBD', 'verb, past tense'), ('it', 'PRP', 'pronoun, personal'), ('can', 'MD', 'verb, modal auxiliary'), ('roll', 'VB', 'verb, base form'), ('while', 'IN', 'conjunction, subordinating or preposition'), ('curled', 'VBN', 'verb, past participle'), ('up', 'RP', 'adverb, particle'), ('to', 'TO', 'infinitival ""to""'), ('attack', 'VB', 'verb, base form'), ('or', 'CC', 'conjunction, coordinating'), ('escape', 'VB', 'verb, base form')]",[],[]
29,nidoran-f,['poison'],"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns.",0029_nidoran-f.txt,"['although', 'small', 'its', 'venomous', 'barbs', 'render', 'this', 'pokémon', 'dangerous', 'the', 'female', 'has', 'smaller', 'horns']","['although', 'small', 'its', 'venomous', 'barb', 'render', 'this', 'pokémon', 'dangerous', 'the', 'female', 'have', 'small', 'horn']","[('although', 'IN', 'conjunction, subordinating or preposition'), ('small', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('its', 'PRP$', 'pronoun, possessive'), ('venomous', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('barbs', 'NNS', 'noun, plural'), ('render', 'VBP', 'verb, non-3rd person singular present'), ('this', 'DT', 'determiner'), ('pokémon', 'NN', 'noun, singular or mass'), ('dangerous', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('the', 'DT', 'determiner'), ('female', 'NN', 'noun, singular or mass'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('smaller', 'JJR', 'adjective, comparative'), ('horns', 'NNS', 'noun, plural')]",[],[]
30,nidorina,['poison'],The female's horn develops slowly. Prefers physical attacks such as clawing and biting.,0030_nidorina.txt,"['the', 'females', 'horn', 'develops', 'slowly', 'prefers', 'physical', 'attacks', 'such', 'as', 'clawing', 'and', 'biting']","['the', 'female', 'horn', 'develop', 'slowly', 'prefer', 'physical', 'attack', 'such', 'as', 'clawing', 'and', 'bite']","[('the', 'DT', 'determiner'), ('females', 'NNS', 'noun, plural'), ('horn', 'NN', 'noun, singular or mass'), ('develops', 'VBZ', 'verb, 3rd person singular present'), ('slowly', 'RB', 'adverb'), ('prefers', 'VBZ', 'verb, 3rd person singular present'), ('physical', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('attacks', 'NNS', 'noun, plural'), ('such', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('clawing', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('biting', 'VBG', 'verb, gerund or present participle')]",[],[]
31,nidoqueen,"['poison', 'ground']",Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves.,0031_nidoqueen.txt,"['its', 'hard', 'scales', 'provide', 'strong', 'protection', 'it', 'uses', 'its', 'hefty', 'bulk', 'to', 'execute', 'powerful', 'moves']","['its', 'hard', 'scale', 'provide', 'strong', 'protection', 'it', 'use', 'its', 'hefty', 'bulk', 'to', 'execute', 'powerful', 'move']","[('its', 'PRP$', 'pronoun, possessive'), ('hard', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('scales', 'NNS', 'noun, plural'), ('provide', 'VBP', 'verb, non-3rd person singular present'), ('strong', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('protection', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('uses', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('hefty', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('bulk', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('execute', 'VB', 'verb, base form'), ('powerful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('moves', 'NNS', 'noun, plural')]",[],[]
32,nidoran-m,['poison'],"Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom.",0032_nidoran-m.txt,"['stiffens', 'its', 'ears', 'to', 'sense', 'danger', 'the', 'larger', 'its', 'horns', 'the', 'more', 'powerful', 'its', 'secreted', 'venom']","['stiffen', 'its', 'ear', 'to', 'sense', 'danger', 'the', 'large', 'its', 'horn', 'the', 'more', 'powerful', 'its', 'secrete', 'venom']","[('stiffens', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('ears', 'NNS', 'noun, plural'), ('to', 'TO', 'infinitival ""to""'), ('sense', 'VB', 'verb, base form'), ('danger', 'NN', 'noun, singular or mass'), ('the', 'DT', 'determiner'), ('larger', 'JJR', 'adjective, comparative'), ('its', 'PRP$', 'pronoun, possessive'), ('horns', 'NNS', 'noun, plural'), ('the', 'DT', 'determiner'), ('more', 'RBR', 'adverb, comparative'), ('powerful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('its', 'PRP$', 'pronoun, possessive'), ('secreted', 'VBN', 'verb, past participle'), ('venom', 'NN', 'noun, singular or mass')]",[],[]
33,nidorino,['poison'],An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom.,0033_nidorino.txt,"['an', 'aggressive', 'pokémon', 'that', 'is', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secretes', 'a', 'powerful', 'venom']","['an', 'aggressive', 'pokémon', 'that', 'be', 'quick', 'to', 'attack', 'the', 'horn', 'on', 'its', 'head', 'secrete', 'a', 'powerful', 'venom']","[('an', 'DT', 'determiner'), ('aggressive', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('pokémon', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('quick', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('to', 'TO', 'infinitival ""to""'), ('attack', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('horn', 'NN', 'noun, singular or mass'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('head', 'NN', 'noun, singular or mass'), ('secretes', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('powerful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('venom', 'NN', 'noun, singular or mass')]",[],[]
34,nidoking,"['poison', 'ground']","It uses its powerful tail in battle to smash, constrict, then break the prey's bones.",0034_nidoking.txt,"['it', 'uses', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'preys', 'bones']","['it', 'use', 'its', 'powerful', 'tail', 'in', 'battle', 'to', 'smash', 'constrict', 'then', 'break', 'the', 'prey', 'bone']","[('it', 'PRP', 'pronoun, personal'), ('uses', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('powerful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('tail', 'NN', 'noun, singular or mass'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('battle', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('smash', 'VB', 'verb, base form'), ('constrict', 'NN', 'noun, singular or mass'), ('then', 'RB', 'adverb'), ('break', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('preys', 'NNS', 'noun, plural'), ('bones', 'NNS', 'noun, plural')]",[],[]
35,clefairy,['fairy'],Its magical and cute appeal has many admirers. It is rare and found only in certain areas.,0035_clefairy.txt,"['its', 'magical', 'and', 'cute', 'appeal', 'has', 'many', 'admirers', 'it', 'is', 'rare', 'and', 'found', 'only', 'in', 'certain', 'areas']","['its', 'magical', 'and', 'cute', 'appeal', 'have', 'many', 'admirer', 'it', 'be', 'rare', 'and', 'find', 'only', 'in', 'certain', 'area']","[('its', 'PRP$', 'pronoun, possessive'), ('magical', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('and', 'CC', 'conjunction, coordinating'), ('cute', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('appeal', 'NN', 'noun, singular or mass'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('many', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('admirers', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('rare', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('and', 'CC', 'conjunction, coordinating'), ('found', 'VBN', 'verb, past participle'), ('only', 'RB', 'adverb'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('certain', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('areas', 'NNS', 'noun, plural')]",[],[]
36,clefable,['fairy'],A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people.,0036_clefable.txt,"['a', 'timid', 'fairy', 'pokémon', 'that', 'is', 'rarely', 'seen', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'senses', 'people']","['a', 'timid', 'fairy', 'pokémon', 'that', 'be', 'rarely', 'see', 'it', 'will', 'run', 'and', 'hide', 'the', 'moment', 'it', 'sense', 'people']","[('a', 'DT', 'determiner'), ('timid', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('fairy', 'NN', 'noun, singular or mass'), ('pokémon', 'NNP', 'noun, proper singular'), ('that', 'WDT', 'wh-determiner'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('rarely', 'RB', 'adverb'), ('seen', 'VBN', 'verb, past participle'), ('it', 'PRP', 'pronoun, personal'), ('will', 'MD', 'verb, modal auxiliary'), ('run', 'VB', 'verb, base form'), ('and', 'CC', 'conjunction, coordinating'), ('hide', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('moment', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('senses', 'VBZ', 'verb, 3rd person singular present'), ('people', 'NNS', 'noun, plural')]",['pokémon'],[]
37,vulpix,['fire'],"At the time of birth, it has just one tail. The tail splits from its tip as it grows older.",0037_vulpix.txt,"['at', 'the', 'time', 'of', 'birth', 'it', 'has', 'just', 'one', 'tail', 'the', 'tail', 'splits', 'from', 'its', 'tip', 'as', 'it', 'grows', 'older']","['at', 'the', 'time', 'of', 'birth', 'it', 'have', 'just', 'one', 'tail', 'the', 'tail', 'split', 'from', 'its', 'tip', 'as', 'it', 'grow', 'old']","[('at', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('time', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('birth', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('has', 'VBZ', 'verb, 3rd person singular present'), ('just', 'RB', 'adverb'), ('one', 'CD', 'cardinal number'), ('tail', 'NN', 'noun, singular or mass'), ('the', 'DT', 'determiner'), ('tail', 'NN', 'noun, singular or mass'), ('splits', 'NNS', 'noun, plural'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('tip', 'NN', 'noun, singular or mass'), ('as', 'IN', 'conjunction, subordinating or preposition'), ('it', 'PRP', 'pronoun, personal'), ('grows', 'VBZ', 'verb, 3rd person singular present'), ('older', 'JJR', 'adjective, comparative')]",[],[]
38,ninetales,['fire'],Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.,0038_ninetales.txt,"['very', 'smart', 'and', 'very', 'vengeful', 'grabbing', 'one', 'of', 'its', 'many', 'tails', 'could', 'result', 'in', 'a', 'year', 'curse']","['very', 'smart', 'and', 'very', 'vengeful', 'grab', 'one', 'of', 'its', 'many', 'tail', 'could', 'result', 'in', 'a', 'year', 'curse']","[('very', 'RB', 'adverb'), ('smart', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('and', 'CC', 'conjunction, coordinating'), ('very', 'RB', 'adverb'), ('vengeful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('grabbing', 'VBG', 'verb, gerund or present participle'), ('one', 'CD', 'cardinal number'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('many', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('tails', 'NNS', 'noun, plural'), ('could', 'MD', 'verb, modal auxiliary'), ('result', 'VB', 'verb, base form'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('a', 'DT', 'determiner'), ('year', 'NN', 'noun, singular or mass'), ('curse', 'NN', 'noun, singular or mass')]",[],"[('a year', 'DATE')]"
